,value,timestamp
2018-10-17 12:04:04.340,111.644,1539777844.34
2018-10-17 12:04:10.493,95.018,1539777850.493
2018-10-17 12:04:24.149,111.644,1539777864.149
2018-10-17 12:04:24.949,0.0,1539777864.949
2018-10-18 11:57:01.560,111.695,1539863821.56
2018-10-18 11:57:13.506,105.0075,1539863833.506
2018-10-18 11:57:39.918,112.565,1539863859.918
2018-10-18 11:58:28.938,126.791,1539863908.938
2018-10-18 11:58:44.747,112.565,1539863924.747
2018-10-18 11:58:54.833,126.791,1539863934.833
2018-10-18 12:00:12.556,111.644,1539864012.556
2018-10-18 12:00:18.865,95.0295,1539864018.865
2018-10-18 12:00:32.379,111.644,1539864032.379
2018-10-18 12:00:33.179,0.0,1539864033.179
2018-10-17 15:39:28.914,111.695,1539790768.914
2018-10-17 15:39:40.632,105.0125,1539790780.632
2018-10-17 15:40:07.239,112.55,1539790807.239
2018-10-17 15:40:56.360,126.791,1539790856.36
2018-10-17 15:41:12.078,112.55,1539790872.078
2018-10-17 15:41:21.766,126.791,1539790881.766
2018-10-17 15:42:46.250,111.644,1539790966.25
2018-10-17 15:42:52.247,95.021,1539790972.247
2018-10-17 15:43:06.056,111.644,1539790986.056
2018-10-17 15:43:06.766,0.0,1539790986.766
2018-10-18 09:45:06.597,111.695,1539855906.597
2018-10-18 09:45:18.404,105.005,1539855918.404
2018-10-18 09:45:45.128,112.565,1539855945.128
2018-10-18 09:46:34.224,126.791,1539855994.224
2018-10-18 09:46:50.030,112.565,1539856010.03
2018-10-18 09:46:59.734,126.791,1539856019.734
2018-10-18 09:48:30.675,111.644,1539856110.675
2018-10-18 09:48:36.729,94.992,1539856116.729
2018-10-18 09:48:50.589,111.644,1539856130.589
2018-10-18 09:48:51.342,0.0,1539856131.342
2018-10-17 14:58:40.212,111.695,1539788320.212
2018-10-17 14:58:52.068,105.0125,1539788332.068
2018-10-17 14:59:18.777,112.55,1539788358.777
2018-10-17 15:00:07.824,126.791,1539788407.824
2018-10-17 15:00:23.488,112.55,1539788423.488
2018-10-17 15:00:33.289,126.791,1539788433.289
2018-10-17 15:01:43.138,111.644,1539788503.138
2018-10-17 15:01:49.217,95.022,1539788509.217
2018-10-17 15:02:02.947,111.644,1539788522.947
2018-10-17 15:02:03.723,0.0,1539788523.723
2018-10-19 11:50:40.122,111.695,1539949840.122
2018-10-19 11:50:52.037,105.0125,1539949852.037
2018-10-19 11:51:18.752,112.555,1539949878.752
2018-10-19 11:52:07.651,126.791,1539949927.651
2018-10-19 11:52:23.456,112.555,1539949943.456
2018-10-19 11:52:33.259,126.791,1539949953.259
2018-10-19 11:54:10.315,111.644,1539950050.315
2018-10-19 11:54:16.397,95.0295,1539950056.397
2018-10-19 11:54:30.119,111.644,1539950070.119
2018-10-19 11:54:31.179,0.0,1539950071.179
2018-10-19 12:07:52.185,111.695,1539950872.185
2018-10-19 12:08:03.991,105.0125,1539950883.991
2018-10-19 12:08:30.702,112.555,1539950910.702
2018-10-19 12:09:19.885,126.791,1539950959.885
2018-10-19 12:09:35.553,112.555,1539950975.553
2018-10-19 12:09:45.312,126.791,1539950985.312
2018-10-19 12:11:09.671,111.644,1539951069.671
2018-10-19 12:11:15.589,95.0295,1539951075.589
2018-10-19 12:11:29.361,111.644,1539951089.361
2018-10-19 12:11:30.102,0.0,1539951090.102
2018-10-18 09:04:53.485,111.695,1539853493.485
2018-10-18 09:05:05.419,105.0075,1539853505.419
2018-10-18 09:05:32.006,112.565,1539853532.006
2018-10-18 09:06:21.014,126.791,1539853581.014
2018-10-18 09:06:36.956,112.565,1539853596.956
2018-10-18 09:06:46.779,126.791,1539853606.779
2018-10-18 09:09:00.522,111.644,1539853740.522
2018-10-18 09:09:06.791,95.0295,1539853746.791
2018-10-18 09:09:20.353,111.644,1539853760.353
2018-10-18 09:09:21.348,0.0,1539853761.348
2018-10-18 14:41:27.806,111.695,1539873687.806
2018-10-18 14:41:39.671,105.0125,1539873699.671
2018-10-18 14:42:06.495,112.555,1539873726.495
2018-10-18 14:42:55.381,126.791,1539873775.381
2018-10-18 14:43:11.185,112.555,1539873791.185
2018-10-18 14:43:21.021,126.791,1539873801.021
2018-10-18 14:44:47.868,111.644,1539873887.868
2018-10-18 14:44:53.997,95.0345,1539873893.997
2018-10-18 14:45:07.711,111.644,1539873907.711
2018-10-18 14:45:08.556,0.0,1539873908.556
2018-10-18 14:16:21.801,111.695,1539872181.801
2018-10-18 14:16:33.662,105.0125,1539872193.662
2018-10-18 14:17:00.330,112.555,1539872220.33
2018-10-18 14:17:49.337,126.791,1539872269.337
2018-10-18 14:18:05.144,112.555,1539872285.144
2018-10-18 14:18:14.962,126.791,1539872294.962
2018-10-18 14:19:38.696,111.644,1539872378.696
2018-10-18 14:19:44.841,95.0345,1539872384.841
2018-10-18 14:19:58.480,111.644,1539872398.48
2018-10-18 14:19:59.272,0.0,1539872399.272
2018-10-18 12:25:43.952,111.695,1539865543.952
2018-10-18 12:25:55.756,105.0075,1539865555.756
2018-10-18 12:26:22.590,112.565,1539865582.59
2018-10-18 12:27:11.507,126.791,1539865631.507
2018-10-18 12:27:27.316,112.565,1539865647.316
2018-10-18 12:27:37.494,126.791,1539865657.494
2018-10-18 12:28:53.826,111.644,1539865733.826
2018-10-18 12:29:00.205,95.0295,1539865740.205
2018-10-18 12:29:13.650,111.644,1539865753.65
2018-10-18 12:29:14.611,0.0,1539865754.611
2018-10-19 09:06:30.616,111.695,1539939990.616
2018-10-19 09:06:42.618,105.0125,1539940002.618
2018-10-19 09:07:09.211,112.56,1539940029.211
2018-10-19 09:07:58.165,126.791,1539940078.165
2018-10-19 09:08:13.965,112.56,1539940093.965
2018-10-19 09:08:23.779,126.791,1539940103.779
2018-10-19 09:09:46.182,111.644,1539940186.182
